model	length
AT4G25550.1	201
AT4G28088.1	78
AT4G39620.1	564
AT4G39620.2	511
AT4G28220.1	572
AT4G38700.1	191
AT4G11810.1	708
AT4G20200.1	605
AT4G13950.1	114
AT4G38920.1	165
AT4G20780.1	192
AT4G17200.1	382
AT4G30890.1	552
AT4G30890.2	552
AT4G30890.3	552
AT4G11410.1	318
AT4G03520.1	187
AT4G03520.2	73
AT4G36970.1	428
AT4G37090.1	187
AT4G37090.2	185
AT4G12430.1	369
AT4G36870.1	740
AT4G36870.2	740
AT4G20480.1	262
AT4G36400.1	560
AT4G36400.2	560
AT4G19140.1	304
AT4G34272.1	39
AT4G16440.1	475
AT4G01840.1	409
AT4G30097.1	48
AT4G26500.1	372
AT4G23420.3	334
AT4G23420.1	317
AT4G23420.2	317
AT4G36380.1	525
AT4G02620.1	129
AT4G24760.1	366
AT4G36540.1	305
AT4G36540.2	303
AT4G33666.1	80
AT4G00895.1	192
AT4G01920.1	659
AT4G21250.1	450
AT4G04220.1	812
AT4G05612.1	429
AT4G05612.2	388
AT4G10910.1	137
AT4G31150.1	278
AT4G31150.2	264
AT4G13340.1	761
AT4G18375.2	607
AT4G18375.1	533
AT4G26110.1	373
AT4G26110.2	360
AT4G11130.1	1134
AT4G08790.1	308
AT4G38630.1	387
AT4G19829.1	46
AT4G05370.1	150
AT4G34300.1	314
AT4G10780.1	893
AT4G21650.1	767
AT4G20370.1	176
AT4G19120.1	601
AT4G19120.2	601
AT4G14695.1	110
AT4G14695.2	92
AT4G34660.1	369
AT4G34660.2	346
AT4G34660.3	318
AT4G26200.1	448
AT4G31330.1	240
AT4G08900.1	343
AT4G03580.1	229
AT4G03030.1	443
AT4G21680.1	590
AT4G01410.1	228
AT4G08290.1	385
AT4G08290.2	283
AT4G12940.1	152
AT4G04840.1	154
AT4G16090.1	269
AT4G22340.3	448
AT4G22340.1	424
AT4G22340.2	366
AT4G18360.1	369
AT4G18360.2	315
AT4G20140.1	1250
AT4G17720.1	314
AT4G37095.1	41
AT4G00585.1	89
AT4G28770.2	326
AT4G28770.1	282
AT4G13370.1	674
AT4G22592.1	25
AT4G15180.1	2336
AT4G32620.2	1541
AT4G32620.1	1540
AT4G15056.1	226
AT4G19400.1	149
AT4G23440.1	965
AT4G31060.1	188
AT4G11560.1	588
AT4G00030.1	213
AT4G31300.2	235
AT4G31300.1	234
AT4G31300.3	234
AT4G24260.1	621
AT4G19185.1	399
AT4G14210.1	567
AT4G14210.2	567
AT4G08395.1	233
AT4G34060.1	1045
AT4G34060.2	958
AT4G25370.1	239
AT4G12230.1	393
AT4G00580.1	318
AT4G00550.1	474
AT4G12750.1	1132
AT4G17090.1	549
AT4G12210.1	204
AT4G17540.1	295
AT4G04260.1	194
AT4G14840.1	556
AT4G18460.1	154
AT4G11890.3	355
AT4G11890.2	353
AT4G11890.1	352
AT4G11890.4	314
AT4G36360.1	857
AT4G36360.2	856
AT4G14510.1	908
AT4G21810.1	245
AT4G00230.1	750
AT4G21213.1	87
AT4G22030.1	627
AT4G38690.1	319
AT4G08869.1	94
AT4G10380.1	305
AT4G20095.3	293
AT4G20095.2	250
AT4G20095.1	202
AT4G08730.1	189
AT4G01260.1	326
AT4G20100.1	289
AT4G19630.1	132
AT4G22300.1	263
AT4G14147.2	177
AT4G14147.1	170
AT4G01020.1	1788
AT4G16695.1	58
AT4G16695.3	58
AT4G16695.2	53
AT4G00720.1	473
AT4G34910.1	627
AT4G28780.1	368
AT4G11070.1	314
AT4G11070.2	282
AT4G25210.1	369
AT4G03950.1	278
AT4G34930.1	392
AT4G32790.1	594
AT4G13190.1	390
AT4G03827.1	43
AT4G09170.1	134
AT4G14170.1	478
AT4G30996.1	173
AT4G04957.1	79
AT4G38290.1	109
AT4G19620.1	114
AT4G20280.1	211
AT4G20720.1	730
AT4G01890.1	469
AT4G14880.1	323
AT4G14880.2	323
AT4G14880.3	323
AT4G14880.4	323
AT4G32630.2	629
AT4G32630.1	628
AT4G12550.1	112
AT4G32105.1	125
AT4G15250.1	331
AT4G37340.1	501
AT4G00990.1	841
AT4G14920.1	1139
AT4G19520.1	1745
AT4G13520.1	63
AT4G19270.1	142
AT4G27410.3	315
AT4G27410.2	298
AT4G27410.1	165
AT4G14700.1	810
AT4G22390.1	403
AT4G05270.1	130
AT4G17460.1	283
AT4G37445.1	162
AT4G14145.1	135
AT4G20890.1	445
AT4G18640.1	679
AT4G38390.1	552
AT4G04540.1	660
AT4G15770.1	188
AT4G00210.1	221
AT4G11010.1	239
AT4G08800.1	286
AT4G35390.1	300
AT4G11660.1	378
AT4G17680.1	315
AT4G17680.2	243
AT4G33460.1	272
AT4G16680.1	657
AT4G36750.1	274
AT4G16730.1	540
AT4G03410.2	362
AT4G03410.1	318
AT4G16450.1	107
AT4G16450.2	107
AT4G15290.1	758
AT4G28430.1	458
AT4G21210.1	404
AT4G21210.2	377
AT4G19760.1	370
AT4G21720.1	140
AT4G21720.2	108
AT4G36510.1	155
AT4G13990.1	522
AT4G04680.1	262
AT4G22285.1	542
AT4G18610.1	192
AT4G35450.5	351
AT4G35450.1	343
AT4G35450.2	343
AT4G35450.3	343
AT4G35450.4	305
AT4G32295.1	239
AT4G32295.2	175
AT4G08630.1	846
AT4G27840.1	261
AT4G26640.2	558
AT4G26640.1	486
AT4G32000.2	420
AT4G32000.1	419
AT4G38810.2	376
AT4G38810.1	266
AT4G28330.1	159
AT4G23271.1	34
AT4G16630.1	790
AT4G31860.1	358
AT4G31860.2	276
AT4G11640.1	332
AT4G04960.1	687
AT4G39120.1	376
AT4G13195.1	113
AT4G37810.1	129
AT4G36110.1	105
AT4G14130.1	290
AT4G18010.1	647
AT4G18010.2	614
AT4G00234.1	264
AT4G36770.1	458
AT4G11720.1	706
AT4G15715.1	119
AT4G24110.1	251
AT4G25650.2	560
AT4G25650.1	537
AT4G16845.1	441
AT4G16845.2	381
AT4G36270.1	487
AT4G05540.1	690
AT4G22420.1	185
AT4G12460.1	694
AT4G12460.2	366
AT4G25790.1	211
AT4G01470.1	253
AT4G17930.1	74
AT4G25580.1	627
AT4G34680.1	270
AT4G34680.2	270
AT4G21480.1	503
AT4G36710.1	487
AT4G17480.1	305
AT4G02250.1	161
AT4G22900.1	344
AT4G37320.1	496
AT4G17245.1	167
AT4G27595.1	1222
AT4G04404.1	231
AT4G11870.1	75
AT4G28485.1	166
AT4G12790.1	272
AT4G12790.2	272
AT4G12790.3	272
AT4G12790.4	272
AT4G12790.5	272
AT4G35040.1	262
AT4G10100.1	97
AT4G10100.2	97
AT4G10100.3	97
AT4G26485.1	172
AT4G08700.1	362
AT4G26600.1	672
AT4G12334.1	114
AT4G21040.1	233
AT4G32670.1	861
AT4G38790.1	274
AT4G02650.1	612
AT4G27050.1	454
AT4G27050.2	454
AT4G27050.3	454
AT4G27050.4	454
AT4G03630.1	221
AT4G29000.1	604
AT4G33960.1	68
AT4G13940.1	486
AT4G13940.3	441
AT4G13940.2	365
AT4G13940.4	326
AT4G33730.1	173
AT4G05250.1	319
AT4G00740.1	601
AT4G36550.1	719
AT4G17730.2	263
AT4G17730.1	256
AT4G04950.1	489
AT4G37930.1	518
AT4G03505.1	144
AT4G10845.1	106
AT4G26300.1	643
AT4G33830.1	577
AT4G37295.1	87
AT4G24200.1	1001
AT4G10210.1	394
AT4G03280.1	230
AT4G03280.2	211
AT4G12760.1	259
AT4G05450.1	198
AT4G27180.1	746
AT4G33550.1	131
AT4G33550.2	116
AT4G28440.1	154
AT4G10340.1	281
AT4G34180.1	256
AT4G01910.1	652
AT4G39745.1	254
AT4G30610.1	466
AT4G11210.1	185
AT4G12730.1	404
AT4G30660.1	75
AT4G30660.2	75
AT4G11040.1	296
AT4G11040.2	219
AT4G18080.1	242
AT4G36960.1	380
AT4G36960.2	380
AT4G30550.1	250
AT4G14220.1	372
AT4G28740.1	348
AT4G21100.1	1089
AT4G13040.3	247
AT4G13040.1	227
AT4G13040.2	171
AT4G29040.1	444
AT4G20940.1	978
AT4G15400.1	436
AT4G34920.1	319
AT4G11630.1	226
AT4G10000.1	334
AT4G10000.2	334
AT4G32610.1	316
AT4G21490.1	581
AT4G17530.1	203
AT4G12480.1	169
AT4G39550.1	393
AT4G33060.1	505
AT4G25110.1	419
AT4G25110.2	418
AT4G01610.1	360
AT4G01610.2	360
AT4G21260.1	394
AT4G20570.1	484
AT4G27585.1	412
AT4G25390.1	652
AT4G25390.2	498
AT4G33625.1	201
AT4G33625.2	200
AT4G06536.1	170
AT4G37750.1	556
AT4G13920.1	892
AT4G30590.1	191
AT4G34430.4	987
AT4G34430.1	986
AT4G34430.2	986
AT4G34430.3	984
AT4G02290.1	517
AT4G00150.1	559
AT4G04970.1	1769
AT4G20000.1	209
AT4G26650.1	456
AT4G26650.2	453
AT4G37310.1	519
AT4G03120.1	208
AT4G30090.1	389
AT4G02520.1	213
AT4G22660.1	397
AT4G26320.1	60
AT4G35790.1	869
AT4G35790.2	858
AT4G35790.3	694
AT4G30825.1	905
AT4G31115.2	275
AT4G31115.1	251
AT4G16447.1	126
AT4G32450.1	538
AT4G36610.1	318
AT4G02060.1	717
AT4G02060.2	717
AT4G26190.1	1058
AT4G33500.1	725
AT4G27300.1	816
AT4G13930.1	472
AT4G28870.1	100
AT4G19030.1	297
AT4G23320.1	438
AT4G36190.1	483
AT4G32380.1	355
AT4G28580.1	409
AT4G29250.1	461
AT4G30570.1	332
AT4G14630.1	223
AT4G29310.1	425
AT4G26610.1	507
AT4G33790.1	494
AT4G10840.1	610
AT4G10840.2	532
AT4G26330.1	747
AT4G39180.1	555
AT4G39180.2	554
AT4G33350.1	269
AT4G33350.2	243
AT4G33540.1	356
AT4G21130.1	480
AT4G15940.1	223
AT4G16920.1	1305
AT4G34040.1	667
AT4G36990.1	285
AT4G16295.1	152
AT4G28564.1	34
AT4G16110.1	665
AT4G28775.1	139
AT4G33450.1	251
AT4G00416.1	164
AT4G08280.1	127
AT4G14980.1	546
AT4G14276.1	95
AT4G17085.1	58
AT4G09465.1	117
AT4G27350.1	279
AT4G26930.1	390
AT4G26890.1	445
AT4G15680.1	103
AT4G12825.1	96
AT4G34110.1	630
AT4G37410.1	502
AT4G18210.1	391
AT4G34080.1	271
AT4G22070.1	539
AT4G37060.2	436
AT4G37060.1	415
AT4G03510.1	250
AT4G03510.2	250
AT4G27960.2	179
AT4G27960.1	149
AT4G32390.1	351
AT4G08867.1	140
AT4G35270.1	964
AT4G32190.1	784
AT4G05040.1	573
AT4G05040.2	573
AT4G05040.3	573
AT4G05040.4	573
AT4G05040.5	573
AT4G15330.1	514
AT4G30330.1	89
AT4G16200.1	289
AT4G34590.1	160
AT4G24190.1	824
AT4G24190.2	824
AT4G21705.1	493
AT4G16820.1	518
AT4G12310.1	521
AT4G00190.1	475
AT4G09462.1	115
AT4G22165.1	364
AT4G08870.1	345
AT4G08870.2	264
AT4G10920.1	166
AT4G10920.2	166
AT4G00905.1	264
AT4G03940.1	311
AT4G34190.1	147
AT4G33480.1	337
AT4G03430.1	1030
AT4G39700.1	159
AT4G18930.1	182
AT4G08270.1	100
AT4G37530.1	330
AT4G37530.2	283
AT4G00420.2	191
AT4G00420.1	190
AT4G00420.3	169
AT4G37490.1	429
AT4G37990.1	360
AT4G35630.1	431
AT4G22910.1	484
AT4G39770.1	350
AT4G39040.1	297
AT4G39040.2	281
AT4G14790.1	572
AT4G31730.1	159
AT4G39100.1	229
AT4G39100.2	170
AT4G14716.1	193
AT4G02320.1	519
AT4G29560.1	494
AT4G16800.1	302
AT4G32680.1	283
AT4G37630.1	324
AT4G37630.2	322
AT4G24150.1	494
AT4G25190.2	396
AT4G25190.1	395
AT4G25440.1	431
AT4G30780.1	590
AT4G21445.1	155
AT4G18500.1	67
AT4G28000.1	831
AT4G15670.1	103
AT4G27700.1	225
AT4G30200.2	715
AT4G30200.3	703
AT4G30200.1	686
AT4G30200.4	625
AT4G10880.1	173
AT4G26466.1	166
AT4G01080.1	443
AT4G17590.1	202
AT4G17590.2	188
AT4G18140.1	447
AT4G18140.2	447
AT4G18140.3	443
AT4G12910.1	498
AT4G27710.1	519
AT4G38900.1	554
AT4G38900.2	548
AT4G38900.3	548
AT4G03040.1	93
AT4G10120.1	1051
AT4G10120.2	1051
AT4G24510.1	422
AT4G38050.1	710
AT4G23740.1	639
AT4G00124.1	32
AT4G12617.1	128
AT4G18300.1	710
AT4G20670.1	281
AT4G10740.1	428
AT4G18700.1	490
AT4G31010.1	406
AT4G31010.2	342
AT4G15215.1	1391
AT4G14590.1	509
AT4G37000.1	320
AT4G39930.1	117
AT4G39930.2	117
AT4G14830.1	153
AT4G19840.1	247
AT4G33770.1	392
AT4G33770.2	299
AT4G26670.1	211
AT4G30600.1	635
AT4G29800.2	527
AT4G29800.1	526
AT4G24950.1	158
AT4G18760.1	432
AT4G18250.1	854
AT4G30920.1	584
AT4G23980.1	639
AT4G23980.2	637
AT4G28610.1	410
AT4G15010.1	379
AT4G15010.2	379
AT4G15010.3	379
AT4G34460.1	378
AT4G34460.4	373
AT4G34460.3	348
AT4G34460.2	316
AT4G27760.1	377
AT4G05620.1	133
AT4G00260.1	529
AT4G25220.1	505
AT4G12560.1	414
AT4G12560.2	414
AT4G16165.1	112
AT4G28210.1	349
AT4G37910.1	683
AT4G20010.1	372
AT4G20010.2	372
AT4G28290.1	81
AT4G32750.1	294
AT4G21745.1	157
AT4G15270.1	312
AT4G34881.1	60
AT4G25940.1	602
AT4G16140.1	165
AT4G19110.2	465
AT4G19110.1	462
AT4G19110.3	405
AT4G25540.1	1082
AT4G03560.1	734
AT4G01330.2	481
AT4G01330.1	480
AT4G25315.1	128
AT4G25315.2	109
AT4G16745.2	590
AT4G16745.1	543
AT4G23350.1	405
AT4G24050.1	333
AT4G30830.1	364
AT4G05260.1	260
AT4G22670.1	442
AT4G23515.1	332
AT4G13600.1	232
AT4G09040.1	305
AT4G09040.2	245
AT4G17030.1	251
AT4G00400.1	501
AT4G11230.1	942
AT4G09130.1	358
AT4G29740.2	525
AT4G29740.1	429
AT4G31290.1	228
AT4G37870.1	672
AT4G31441.1	41
AT4G25690.1	192
AT4G25690.2	192
AT4G05070.1	88
AT4G27070.1	476
AT4G20600.1	484
AT4G31670.1	632
AT4G37110.1	418
AT4G19530.1	1168
AT4G15380.1	518
AT4G31120.1	643
AT4G31120.2	585
AT4G37820.1	533
AT4G34740.1	562
AT4G35010.1	846
AT4G21280.2	225
AT4G21280.1	224
AT4G00380.1	636
AT4G24040.1	627
AT4G18750.1	872
AT4G37650.1	532
AT4G00090.1	431
AT4G28030.1	275
AT4G28030.2	264
AT4G04340.1	773
AT4G04340.2	773
AT4G04340.3	773
AT4G10810.1	82
AT4G37890.1	740
AT4G37890.2	712
AT4G15393.2	468
AT4G15393.1	400
AT4G15393.3	367
AT4G35980.1	88
AT4G02990.1	542
AT4G30650.1	74
AT4G34890.1	1362
AT4G18440.1	537
AT4G26020.2	269
AT4G26020.1	248
AT4G13540.1	211
AT4G39520.1	370
AT4G11550.1	669
AT4G18692.1	73
AT4G37360.1	500
AT4G06490.1	147
AT4G32900.2	194
AT4G32900.1	141
AT4G12440.2	183
AT4G12440.1	179
AT4G04670.1	996
AT4G01575.1	145
AT4G34230.1	358
AT4G34230.2	358
AT4G01630.1	256
AT4G21450.3	315
AT4G21450.1	296
AT4G21450.2	213
AT4G33720.1	164
AT4G26660.1	807
AT4G21330.1	208
AT4G29520.1	307
AT4G08351.1	62
AT4G29283.1	83
AT4G17830.2	446
AT4G17830.1	441
AT4G02480.1	1266
AT4G02180.1	990
AT4G16500.1	118
AT4G09650.1	235
AT4G38890.1	692
AT4G24170.1	1005
AT4G05330.1	337
AT4G03140.1	344
AT4G30870.1	660
AT4G31355.1	42
AT4G38250.1	437
AT4G19150.1	244
AT4G19150.2	221
AT4G39570.1	396
AT4G38225.3	366
AT4G38225.1	364
AT4G38225.2	309
AT4G14870.1	178
AT4G14930.1	316
AT4G25320.1	405
AT4G01220.1	361
AT4G01220.2	300
AT4G34215.1	261
AT4G34215.2	261
AT4G39110.1	879
AT4G28190.2	269
AT4G28190.1	238
AT4G15790.1	148
AT4G21270.1	794
AT4G35295.1	112
AT4G26180.1	326
AT4G35335.1	353
AT4G34860.1	572
AT4G34860.2	572
AT4G24430.1	647
AT4G32500.1	881
AT4G00850.1	224
AT4G00651.1	96
AT4G33370.1	543
AT4G31810.1	410
AT4G24410.1	170
AT4G24204.3	179
AT4G24204.2	158
AT4G24204.1	124
AT4G24920.1	70
AT4G31590.1	693
AT4G21570.1	295
AT4G27970.1	520
AT4G27820.1	507
AT4G26340.1	420
AT4G18596.1	173
AT4G12380.1	161
AT4G00280.1	72
AT4G22770.1	335
AT4G25515.1	686
AT4G39630.1	234
AT4G08850.1	1046
AT4G08850.2	1010
AT4G18370.1	324
AT4G39490.1	520
AT4G27652.1	71
AT4G07825.1	248
AT4G25030.1	345
AT4G25030.2	345
AT4G34290.1	145
AT4G37900.1	788
AT4G17330.1	2038
AT4G03590.1	247
AT4G23750.1	344
AT4G23750.2	344
AT4G13200.1	186
AT4G28950.1	210
AT4G32840.1	463
AT4G16710.1	177
AT4G16710.2	177
AT4G39940.1	294
AT4G18280.1	158
AT4G16850.1	314
AT4G32170.1	507
AT4G17910.1	435
AT4G22630.1	163
AT4G29360.1	535
AT4G29360.2	489
AT4G08455.1	244
AT4G18540.1	521
AT4G23760.1	117
AT4G20820.1	533
AT4G11480.1	657
AT4G36260.1	323
AT4G34555.1	109
AT4G26730.1	209
AT4G19550.2	224
AT4G19550.1	213
AT4G22210.1	87
AT4G36500.1	123
AT4G28260.1	517
AT4G28260.2	517
AT4G32930.2	176
AT4G32930.1	168
AT4G00770.1	441
AT4G09920.1	317
AT4G29170.1	231
AT4G29170.2	216
AT4G20630.1	469
AT4G21010.1	276
AT4G19191.1	655
AT4G15260.1	360
AT4G04450.1	529
AT4G38430.1	549
AT4G09680.1	1275
AT4G09680.2	482
AT4G32960.1	265
AT4G13770.1	503
AT4G04110.1	240
AT4G31930.1	235
AT4G36515.1	56
AT4G35760.1	377
AT4G23090.2	209
AT4G23090.1	162
AT4G37235.1	153
AT4G29150.1	400
AT4G15730.1	1060
AT4G39952.1	776
AT4G18470.1	433
AT4G17660.1	389
AT4G34410.1	269
AT4G35850.1	445
AT4G05631.1	294
AT4G23270.1	646
AT4G26470.1	232
AT4G26470.2	212
AT4G19920.1	275
AT4G01026.1	212
AT4G29905.1	68
AT4G10940.1	193
AT4G29380.1	1495
AT4G32950.1	327
AT4G37700.1	149
AT4G15840.1	837
AT4G03390.1	777
AT4G27290.1	784
AT4G17616.1	675
AT4G13263.1	150
AT4G38820.1	74
AT4G39320.1	167
AT4G05340.1	97
AT4G15820.1	461
AT4G23432.1	94
AT4G19330.1	538
AT4G17810.1	205
AT4G28400.1	284
AT4G33090.1	880
AT4G14260.1	380
AT4G29980.1	170
AT4G34400.1	398
AT4G02325.1	33
AT4G19730.1	333
AT4G15970.1	359
AT4G18000.1	47
AT4G12450.1	278
AT4G34780.1	107
AT4G23110.1	149
AT4G31260.1	64
AT4G09464.1	117
AT4G19000.1	407
AT4G05460.1	303
AT4G01328.1	48
AT4G07965.1	141
AT4G11240.1	323
AT4G26260.2	319
AT4G26260.1	318
AT4G32551.2	970
AT4G32551.1	932
AT4G10080.1	326
AT4G15620.1	191
AT4G33470.1	424
AT4G14740.1	476
AT4G14740.2	476
AT4G14740.3	337
AT4G30560.1	734
AT4G30560.2	708
AT4G15760.1	423
AT4G15760.2	410
AT4G21220.1	305
AT4G13350.1	603
AT4G13350.2	603
AT4G29690.1	458
AT4G18810.2	628
AT4G18810.1	597
AT4G32090.1	125
AT4G01860.1	1309
AT4G01860.2	1309
AT4G11140.1	288
AT4G08210.1	687
AT4G11400.1	574
AT4G39403.1	37
AT4G00872.1	165
AT4G14150.1	1293
AT4G38370.1	226
AT4G00710.1	490
AT4G20830.1	571
AT4G20830.2	541
AT4G26410.1	264
AT4G14140.2	1546
AT4G14140.1	1520
AT4G22666.1	161
AT4G22666.2	160
AT4G21920.1	130
AT4G29140.1	533
AT4G37170.1	692
AT4G17740.1	516
AT4G17740.2	506
AT4G32480.1	288
AT4G38210.1	257
AT4G00940.1	295
AT4G37160.1	542
AT4G27590.2	333
AT4G27590.1	157
AT4G14720.1	316
AT4G04860.1	245
AT4G22100.1	508
AT4G35130.1	805
AT4G26130.1	287
AT4G00020.2	1188
AT4G00020.1	1152
AT4G18950.1	460
AT4G13880.1	726
AT4G33430.2	663
AT4G33430.1	616
AT4G33650.2	810
AT4G33650.1	809
AT4G38340.1	768
AT4G04850.2	777
AT4G04850.1	638
AT4G11600.1	233
AT4G24240.1	354
AT4G25700.1	311
AT4G25700.2	225
AT4G15150.1	103
AT4G22860.1	510
AT4G22860.2	502
AT4G00110.1	431
AT4G00040.1	386
AT4G30640.1	302
AT4G16451.1	48
AT4G12170.1	129
AT4G14000.1	291
AT4G36570.1	59
AT4G38200.1	1688
AT4G28630.1	679
AT4G29540.2	337
AT4G29540.1	335
AT4G31740.1	172
AT4G02760.3	552
AT4G02760.1	507
AT4G02760.2	507
AT4G30050.1	134
AT4G02655.1	122
AT4G22140.1	235
AT4G22140.2	225
AT4G30860.1	498
AT4G02580.1	256
AT4G02430.2	279
AT4G02430.1	179
AT4G04900.1	157
AT4G36760.1	646
AT4G17210.1	528
AT4G34880.1	467
AT4G31910.1	459
AT4G02590.1	311
AT4G02590.2	311
AT4G02590.3	248
AT4G01880.1	454
AT4G16030.1	115
AT4G32650.1	663
AT4G32650.3	662
AT4G32650.2	598
AT4G26140.1	729
AT4G26140.2	637
AT4G15950.1	206
AT4G26850.1	443
AT4G19500.1	1310
AT4G19500.2	835
AT4G29420.1	447
AT4G38970.1	399
AT4G38970.2	382
AT4G17780.1	399
AT4G18660.1	153
AT4G29900.1	1070
AT4G25050.2	150
AT4G25050.1	138
AT4G34480.1	505
AT4G31480.1	949
AT4G31480.2	949
AT4G32040.1	384
AT4G05095.1	139
AT4G12240.1	365
AT4G31040.1	439
AT4G33440.1	476
AT4G19240.1	367
AT4G13860.1	88
AT4G11150.1	231
AT4G15475.1	611
AT4G17483.1	301
AT4G02030.2	806
AT4G02030.1	781
AT4G17785.1	361
AT4G30160.2	984
AT4G30160.1	975
AT4G20260.4	227
AT4G20260.1	226
AT4G20260.2	226
AT4G20260.3	226
AT4G20260.5	168
AT4G20260.6	167
AT4G16310.1	1629
AT4G21180.1	662
AT4G39030.1	544
AT4G17160.1	206
AT4G05390.1	379
AT4G05390.2	351
AT4G22560.1	265
AT4G15733.1	87
AT4G00430.1	288
AT4G00430.2	220
AT4G31070.1	614
AT4G31370.1	279
AT4G39756.1	375
AT4G01390.1	301
AT4G26430.1	318
AT4G33890.1	343
AT4G33890.2	343
AT4G23300.1	661
AT4G24805.1	248
AT4G24480.1	957
AT4G30740.1	92
AT4G31030.1	45
AT4G18110.1	214
AT4G04632.1	108
AT4G35180.1	479
AT4G23970.1	101
AT4G22060.1	400
AT4G22520.1	119
AT4G13710.1	471
AT4G13710.2	452
AT4G11840.1	867
AT4G04925.1	77
AT4G00893.1	389
AT4G29410.1	144
AT4G29410.2	144
AT4G00930.1	1134
AT4G17140.3	4220
AT4G17140.2	4219
AT4G17140.1	4217
AT4G29160.1	220
AT4G29160.3	220
AT4G29160.2	193
AT4G28390.1	380
AT4G37409.1	132
AT4G38980.1	281
AT4G26000.1	496
AT4G02980.1	199
AT4G18395.1	120
AT4G17100.2	438
AT4G17100.1	435
AT4G08868.1	147
AT4G22600.1	274
AT4G00140.1	258
AT4G30360.1	721
AT4G37682.1	76
AT4G32410.1	1082
AT4G09200.1	398
AT4G24290.2	607
AT4G24290.1	351
AT4G15060.1	540
AT4G05018.1	236
AT4G33530.1	856
AT4G28815.1	308
AT4G22190.1	388
AT4G35860.1	212
AT4G35860.2	166
AT4G02690.1	249
AT4G38240.1	445
AT4G38240.2	445
AT4G38240.3	434
AT4G23900.1	238
AT4G01897.1	123
AT4G34770.1	105
AT4G34530.1	336
AT4G00320.1	508
AT4G20240.1	452
AT4G00130.1	195
AT4G08170.2	354
AT4G08170.1	266
AT4G08170.3	225
AT4G15061.1	45
AT4G38052.1	38
AT4G05120.1	419
AT4G08740.1	214
AT4G15410.1	422
AT4G20840.1	540
AT4G04710.1	576
AT4G02330.1	574
AT4G18960.1	253
AT4G18960.2	239
AT4G04190.1	185
AT4G04190.2	185
AT4G25680.1	253
AT4G27890.1	294
AT4G09800.1	153
AT4G03290.1	155
AT4G25480.1	217
AT4G17900.1	228
AT4G17900.2	167
AT4G24974.1	133
AT4G39250.1	101
AT4G15248.1	118
AT4G01130.1	383
AT4G08040.1	461
AT4G14850.1	685
AT4G18330.2	472
AT4G18330.1	285
AT4G09180.1	263
AT4G31750.1	312
AT4G31550.1	326
AT4G31550.2	325
AT4G16750.1	180
AT4G23580.1	384
AT4G34000.1	455
AT4G34000.2	455
AT4G34000.3	450
AT4G20130.1	484
AT4G25300.1	357
AT4G25300.2	263
AT4G31920.1	553
AT4G31980.1	681
AT4G13630.1	570
AT4G13630.2	570
AT4G16880.1	154
AT4G13420.1	786
AT4G19020.1	1296
AT4G36230.1	222
AT4G13810.1	742
AT4G13810.2	707
AT4G34650.1	414
AT4G01270.1	507
AT4G32870.1	158
AT4G17070.1	344
AT4G22260.1	352
AT4G14090.1	457
AT4G30850.1	359
AT4G30850.2	359
AT4G12290.1	742
AT4G26940.1	408
AT4G26940.2	307
AT4G01800.2	1043
AT4G01800.1	1023
AT4G17760.1	301
AT4G17760.2	251
AT4G38950.1	837
AT4G38950.2	837
AT4G17610.1	1851
AT4G15755.1	290
AT4G16270.1	363
AT4G39650.1	579
AT4G07390.1	236
AT4G15300.1	488
AT4G31320.1	190
AT4G01735.1	187
AT4G35220.1	273
AT4G22753.2	582
AT4G22753.1	292
AT4G05010.1	165
AT4G19200.1	180
AT4G39460.1	326
AT4G39460.2	326
AT4G18160.1	437
AT4G17713.1	100
AT4G16470.1	502
AT4G12360.1	162
AT4G28380.1	392
AT4G40011.1	69
AT4G16442.1	183
AT4G09720.3	218
AT4G09720.4	212
AT4G09720.1	207
AT4G09720.2	173
AT4G00760.1	337
AT4G08560.1	478
AT4G16835.1	657
AT4G28540.1	480
AT4G21200.1	339
AT4G21200.3	182
AT4G21200.2	147
AT4G24730.1	444
AT4G24730.2	312
AT4G24730.3	312
AT4G24730.4	232
AT4G23650.1	530
AT4G28690.1	449
AT4G23880.1	200
AT4G39860.1	300
AT4G39860.2	299
AT4G24610.2	1156
AT4G24610.1	1151
AT4G00026.1	270
AT4G24700.1	144
AT4G12570.1	874
AT4G28700.1	505
AT4G30950.1	449
AT4G35905.1	78
AT4G00750.1	634
AT4G16960.1	1042
AT4G17420.1	286
AT4G17420.3	274
AT4G17420.2	268
AT4G12130.1	394
AT4G30845.1	115
AT4G30150.1	2010
AT4G27900.1	262
AT4G27900.2	262
AT4G19220.1	933
AT4G10550.3	795
AT4G10550.1	779
AT4G10550.2	723
AT4G18630.1	480
AT4G38070.1	1514
AT4G34120.1	239
AT4G39260.1	170
AT4G39260.2	127
AT4G39260.4	106
AT4G39260.3	93
AT4G11980.1	310
AT4G28070.2	474
AT4G28070.1	465
AT4G16410.1	186
AT4G33110.1	356
AT4G33110.2	356
AT4G05497.1	247
AT4G14815.1	157
AT4G08260.1	213
AT4G14350.1	552
AT4G14350.2	552
AT4G14350.3	549
AT4G22760.1	579
AT4G18975.1	288
AT4G18975.3	288
AT4G18975.4	288
AT4G18975.2	261
AT4G21530.1	778
AT4G01510.1	229
AT4G01200.1	251
AT4G21410.1	680
AT4G30935.1	467
AT4G20520.1	377
AT4G32530.2	211
AT4G32530.1	181
