model	cds-gc
AT1G54950.1	0.503497
AT1G50770.1	0.50528
AT1G25490.1	0.451192
AT1G55730.1	0.457986
AT1G55730.2	0.457986
AT1G07310.1	0.534156
AT1G55840.1	0.501542
AT1G55840.2	0.504484
AT1G29500.1	0.53598
AT1G18010.1	0.473455
AT1G77230.1	0.527607
AT1G52400.1	0.49115
AT1G52400.3	0.49115
AT1G52400.2	0.487328
AT1G09190.1	0.453103
AT1G66050.1	0.476701
AT1G10770.1	0.503006
AT1G12470.1	0.481431
AT1G55880.1	0.455987
AT1G55880.2	0.456814
AT1G30515.1	0.506977
AT1G16430.1	0.497768
AT1G28375.1	0.476974
AT1G27752.1	0.487963
AT1G27752.2	0.504069
AT1G11545.1	0.497262
AT1G14880.1	0.478936
AT1G14345.1	0.525597
AT1G11190.1	0.486309
AT1G03890.1	0.523316
AT1G67370.1	0.519037
AT1G54920.3	0.487227
AT1G54920.2	0.488756
AT1G54920.1	0.487369
AT1G50640.1	0.526003
AT1G47786.1	0.460432
AT1G59780.1	0.487482
AT1G77180.1	0.500272
AT1G77180.2	0.500272
AT1G77180.3	0.499673
AT1G26590.1	0.471785
AT1G67550.1	0.478901
AT1G32950.1	0.492447
AT1G45230.1	0.482443
AT1G45230.2	0.482443
AT1G43100.1	0.519549
AT1G71860.1	0.509823
AT1G71860.3	0.509823
AT1G71860.2	0.512666
AT1G26650.1	0.400798
AT1G03920.1	0.522581
AT1G16250.1	0.410636
AT1G58090.1	0.472547
AT1G27940.1	0.488883
AT1G27090.1	0.49841
AT1G71110.1	0.479329
AT1G31160.1	0.474061
AT1G08180.1	0.564955
AT1G20380.1	0.460064
AT1G74150.1	0.48563
AT1G69980.1	0.497553
AT1G19630.1	0.487377
AT1G54420.1	0.555866
AT1G74400.1	0.465318
AT1G02080.1	0.492251
AT1G02080.2	0.490532
AT1G18150.1	0.477054
AT1G18150.2	0.477054
AT1G18150.3	0.477054
AT1G06640.1	0.508597
AT1G06640.2	0.486515
AT1G06640.3	0.496495
AT1G17800.1	0.473684
AT1G26570.1	0.471895
AT1G01170.1	0.526316
AT1G01170.2	0.526316
AT1G69420.1	0.478163
AT1G69420.2	0.478163
AT1G34640.1	0.417683
AT1G17090.1	0.465704
AT1G17090.2	0.465704
AT1G80745.1	0.523026
AT1G64350.1	0.466189
AT1G36970.1	0.501901
AT1G73980.1	0.497665
AT1G65681.1	0.481259
AT1G62750.1	0.472518
AT1G01410.1	0.507863
AT1G48920.1	0.477531
AT1G74620.1	0.543624
AT1G04120.1	0.456167
AT1G04120.2	0.456133
AT1G51910.1	0.506093
AT1G80220.1	0.503277
AT1G29450.1	0.527316
AT1G65490.1	0.5
AT1G06980.1	0.520792
AT1G04230.1	0.514902
AT1G50954.1	0.505495
AT1G50310.1	0.449968
AT1G49475.1	0.459507
AT1G76370.1	0.488168
AT1G55460.1	0.42892
AT1G68765.1	0.458515
AT1G75670.1	0.477816
AT1G75670.2	0.477816
AT1G26230.1	0.509011
AT1G26230.2	0.50806
AT1G58807.1	0.482125
AT1G58807.2	0.48888
AT1G20900.1	0.494092
AT1G31600.1	0.482572
AT1G31600.3	0.482572
AT1G31600.2	0.472816
AT1G32250.1	0.497984
AT1G80190.1	0.53411
AT1G03090.2	0.489545
AT1G03090.1	0.488318
AT1G49430.1	0.492725
AT1G20580.1	0.462916
AT1G28660.1	0.503051
AT1G28660.2	0.504371
AT1G14040.1	0.485023
AT1G24822.1	0.510836
AT1G01030.1	0.535448
AT1G74240.1	0.474312
AT1G67960.1	0.467914
AT1G01760.1	0.50159
AT1G76970.1	0.508982
AT1G63840.1	0.481855
AT1G12910.1	0.453668
AT1G61160.1	0.484794
AT1G68030.1	0.458511
AT1G68190.1	0.473734
AT1G29700.1	0.508588
AT1G68010.2	0.467645
AT1G68010.1	0.468858
AT1G42980.1	0.465922
AT1G47480.1	0.508511
AT1G29965.1	0.556391
AT1G65820.3	0.463793
AT1G65820.2	0.458678
AT1G65820.1	0.472477
AT1G22900.1	0.507799
AT1G75710.1	0.500723
AT1G77380.1	0.467742
AT1G36920.1	0.536862
AT1G76820.1	0.501144
AT1G08315.1	0.498458
AT1G62620.1	0.45178
AT1G04950.1	0.517325
AT1G04950.2	0.517325
AT1G04950.3	0.517325
AT1G29740.1	0.506807
AT1G07270.1	0.502313
AT1G30550.1	0.487161
AT1G30550.2	0.496218
AT1G52080.1	0.504368
AT1G68800.1	0.525328
AT1G35180.1	0.487699
AT1G62670.1	0.463453
AT1G30070.2	0.508029
AT1G30070.1	0.518072
AT1G35210.1	0.495708
AT1G10410.1	0.503097
AT1G63030.1	0.463956
AT1G63030.2	0.463956
AT1G09440.1	0.487822
AT1G05790.1	0.466731
AT1G05790.2	0.477361
AT1G73740.1	0.511232
AT1G53350.1	0.461677
AT1G34110.1	0.536403
AT1G17240.1	0.508924
AT1G69818.1	0.511521
AT1G66440.1	0.482077
AT1G16590.1	0.494557
AT1G02350.1	0.45933
AT1G01310.1	0.485437
AT1G60230.1	0.475219
AT1G61730.1	0.484014
AT1G29260.1	0.41412
AT1G56080.1	0.52694
AT1G66320.1	0.471877
AT1G68260.1	0.485915
AT1G66090.1	0.489494
AT1G12700.1	0.450295
AT1G17745.2	0.470528
AT1G17745.1	0.468984
AT1G72860.1	0.4924
AT1G74600.1	0.447633
AT1G73510.1	0.531317
AT1G33890.1	0.511
AT1G08040.1	0.468531
AT1G08040.2	0.468531
AT1G63522.1	0.502674
AT1G22970.1	0.46305
AT1G08810.1	0.5358
AT1G08810.2	0.5382
AT1G09210.1	0.533858
AT1G28490.1	0.46794
AT1G28490.2	0.457792
AT1G13180.1	0.469116
AT1G49975.1	0.561039
AT1G70080.1	0.500273
AT1G56430.1	0.503093
AT1G54100.1	0.473719
AT1G54100.2	0.473719
AT1G14610.1	0.487658
AT1G69580.2	0.524281
AT1G69580.1	0.523857
AT1G10522.1	0.484112
AT1G10522.2	0.484112
AT1G04570.1	0.484606
AT1G25290.1	0.477118
AT1G25290.2	0.475149
AT1G60160.1	0.452602
AT1G36730.1	0.492015
AT1G31950.1	0.502203
AT1G49470.1	0.46792
AT1G73460.1	0.491583
AT1G01830.1	0.503488
AT1G01830.2	0.503488
AT1G01830.3	0.503488
AT1G03360.1	0.48029
AT1G12340.1	0.490909
AT1G67590.1	0.450433
AT1G67590.2	0.453362
AT1G72550.1	0.500558
AT1G72550.2	0.500571
AT1G69080.1	0.541229
AT1G69080.2	0.544
AT1G31400.1	0.463942
AT1G60280.1	0.489894
AT1G14800.1	0.502609
AT1G01770.1	0.467265
AT1G73300.1	0.509463
AT1G54080.2	0.507764
AT1G54080.1	0.509404
AT1G60370.1	0.473436
AT1G55090.1	0.469857
AT1G78080.1	0.49
AT1G05760.1	0.515385
AT1G02475.1	0.509924
AT1G30530.1	0.473839
AT1G12480.1	0.493998
AT1G55070.1	0.503823
AT1G32470.1	0.502016
AT1G71440.1	0.470145
AT1G76850.1	0.497858
AT1G28280.1	0.595399
AT1G28280.2	0.603851
AT1G08480.1	0.464623
AT1G73570.1	0.477348
AT1G12930.1	0.45702
AT1G74510.1	0.441895
AT1G74510.2	0.441895
AT1G20290.1	0.509615
AT1G44130.1	0.529266
AT1G67340.1	0.444934
AT1G02930.1	0.517685
AT1G02930.2	0.517685
AT1G32810.2	0.499688
AT1G43000.1	0.489164
AT1G06137.1	0.49505
AT1G18480.1	0.439795
AT1G43666.1	0.506993
AT1G03510.1	0.442023
AT1G31350.1	0.480135
AT1G53163.1	0.538976
AT1G31190.1	0.457246
AT1G21560.2	0.477824
AT1G21560.3	0.477824
AT1G21560.1	0.488181
AT1G55030.1	0.481804
AT1G20696.2	0.494305
AT1G20696.1	0.505938
AT1G20696.3	0.507177
AT1G08630.1	0.488806
AT1G08630.2	0.488806
AT1G08630.3	0.488806
AT1G08630.4	0.488806
AT1G08630.5	0.490291
AT1G27960.1	0.511455
AT1G10850.1	0.491696
AT1G18410.1	0.531012
AT1G10270.1	0.514066
AT1G18030.1	0.446242
AT1G18030.2	0.445783
AT1G66150.1	0.458569
AT1G75760.1	0.447174
AT1G01200.1	0.488011
AT1G73140.1	0.497171
AT1G61430.1	0.483858
AT1G48410.2	0.487611
AT1G48410.3	0.487611
AT1G48410.1	0.487269
AT1G04500.1	0.524221
AT1G53030.1	0.5
AT1G04640.1	0.486486
AT1G04640.2	0.486486
AT1G70770.1	0.480853
AT1G70770.2	0.480853
AT1G56500.1	0.480873
AT1G21130.1	0.461952
AT1G21130.2	0.458239
AT1G80500.1	0.48139
AT1G60850.1	0.516474
AT1G60850.2	0.516474
AT1G60850.3	0.525442
AT1G58380.1	0.44
AT1G76520.1	0.453767
AT1G76520.2	0.453767
AT1G75000.1	0.500595
AT1G25500.2	0.408345
AT1G25500.1	0.406491
AT1G25500.3	0.40295
AT1G77120.1	0.460793
AT1G50590.1	0.479526
AT1G64980.1	0.48129
AT1G77682.1	0.492013
AT1G40087.1	0.531678
AT1G77280.1	0.462605
AT1G62440.1	0.563409
AT1G26550.1	0.509434
AT1G17147.1	0.482877
AT1G44740.1	0.503759
AT1G08005.1	0.515337
AT1G77620.1	0.503622
AT1G77670.1	0.496206
AT1G30730.1	0.483503
AT1G24380.1	0.558723
AT1G76460.1	0.505275
AT1G57610.1	0.400228
AT1G57610.2	0.400228
AT1G57610.3	0.396875
AT1G74590.1	0.520173
AT1G13350.2	0.488992
AT1G13350.1	0.491451
AT1G11475.1	0.50237
AT1G64640.1	0.527145
AT1G24360.1	0.47644
AT1G36095.1	0.509434
AT1G77210.1	0.460927
AT1G77210.2	0.460927
AT1G76050.2	0.473602
AT1G76050.1	0.47492
AT1G04010.1	0.484449
AT1G78630.1	0.486824
AT1G26796.1	0.476718
AT1G26800.1	0.414754
AT1G29570.1	0.5359
AT1G08890.1	0.433813
AT1G54730.2	0.425426
AT1G54730.3	0.409457
AT1G54730.1	0.38191
AT1G68500.1	0.418773
AT1G29750.2	0.499183
AT1G29750.1	0.494363
AT1G68238.1	0.430052
AT1G28550.1	0.5
AT1G54770.1	0.538053
AT1G74860.1	0.491653
AT1G29770.1	0.524038
AT1G15500.1	0.471922
AT1G77760.1	0.527828
AT1G07200.2	0.483475
AT1G07200.1	0.480222
AT1G24062.1	0.469178
AT1G21866.1	0.501805
AT1G16680.1	0.453614
AT1G14870.1	0.464758
AT1G56720.1	0.482361
AT1G56720.2	0.482361
AT1G56720.3	0.482361
AT1G45249.3	0.446443
AT1G45249.1	0.441413
AT1G45249.2	0.43126
AT1G66430.1	0.466087
AT1G53820.1	0.488147
AT1G51900.1	0.528448
AT1G53510.1	0.521432
AT1G59520.1	0.466437
AT1G59520.3	0.467298
AT1G59520.2	0.448168
AT1G51410.1	0.485098
AT1G29860.1	0.5391
AT1G50020.1	0.4688
AT1G20350.1	0.434049
AT1G44414.1	0.431894
AT1G02130.1	0.502471
AT1G34420.1	0.509669
AT1G13110.1	0.516556
AT1G22370.2	0.472474
AT1G22370.1	0.450811
AT1G75290.1	0.517857
AT1G32020.1	0.475538
AT1G20550.1	0.492899
AT1G24050.1	0.47153
AT1G20710.1	0.505942
AT1G19740.1	0.524038
AT1G13245.1	0.479339
AT1G78980.1	0.529356
AT1G53265.1	0.509383
AT1G50450.1	0.481279
AT1G63210.1	0.45723
AT1G62730.1	0.518681
AT1G60790.1	0.496607
AT1G52695.1	0.48191
AT1G04180.1	0.479778
AT1G03800.1	0.485675
AT1G17270.1	0.486982
AT1G64400.1	0.4857
AT1G27400.1	0.551331
AT1G74350.1	0.459016
AT1G75230.2	0.534746
AT1G75230.1	0.53544
AT1G47370.1	0.472861
AT1G17140.1	0.480583
AT1G17140.2	0.480583
AT1G29150.1	0.504382
AT1G14950.1	0.514039
AT1G79430.2	0.530784
AT1G79430.1	0.530217
AT1G08380.1	0.5
AT1G55660.1	0.460651
AT1G55660.2	0.454128
AT1G43560.1	0.511022
AT1G28760.1	0.415849
AT1G78690.1	0.496471
AT1G72120.1	0.474536
AT1G09560.1	0.558779
AT1G66240.1	0.477848
AT1G66240.2	0.469388
AT1G66240.3	0.487603
AT1G70710.1	0.495251
AT1G07700.3	0.483821
AT1G07700.1	0.490164
AT1G07700.2	0.477495
AT1G54445.1	0.474138
AT1G33750.1	0.501384
AT1G23960.1	0.466814
AT1G23960.2	0.466814
AT1G14750.1	0.495381
AT1G14750.2	0.510586
AT1G61270.1	0.478164
AT1G05900.2	0.528547
AT1G05900.1	0.523404
AT1G49610.1	0.487736
AT1G12760.1	0.448445
AT1G12760.2	0.44004
AT1G56570.1	0.447297
AT1G78390.1	0.533773
AT1G21480.1	0.469653
AT1G21480.2	0.471498
AT1G49830.1	0.537433
AT1G26290.1	0.551887
AT1G44120.1	0.508675
AT1G35035.1	0.521898
AT1G56200.1	0.486957
AT1G56200.2	0.481153
AT1G01470.1	0.490022
AT1G23740.1	0.463668
AT1G10930.1	0.512633
AT1G52000.1	0.499543
AT1G52990.1	0.506937
AT1G15630.1	0.455357
AT1G27040.1	0.483225
AT1G27040.2	0.483106
AT1G31310.1	0.51177
AT1G37130.1	0.496908
AT1G69960.1	0.465724
AT1G60200.1	0.536178
AT1G04670.1	0.545213
AT1G49400.1	0.552023
AT1G14470.1	0.439431
AT1G19115.3	0.546845
AT1G19115.1	0.546154
AT1G19115.2	0.55
AT1G61450.1	0.469274
AT1G08940.1	0.462545
AT1G24340.1	0.476235
AT1G79210.1	0.492176
AT1G79210.2	0.492176
AT1G79210.3	0.492176
AT1G10820.2	0.527202
AT1G10820.1	0.528818
AT1G62160.1	0.474164
AT1G48175.1	0.472426
AT1G24480.1	0.496503
AT1G78960.1	0.491036
AT1G72140.1	0.484065
AT1G69200.1	0.489707
AT1G62080.1	0.513393
AT1G49990.1	0.465062
AT1G63855.3	0.431741
AT1G63855.1	0.4
AT1G63855.2	0.435045
AT1G05291.1	0.534426
AT1G14420.1	0.52
AT1G43260.1	0.478409
AT1G51000.1	0.514019
AT1G01710.1	0.476935
AT1G79740.1	0.504357
AT1G24706.2	0.49625
AT1G24706.1	0.495379
AT1G67900.1	0.504495
AT1G67900.2	0.504495
AT1G67900.3	0.504495
AT1G48200.1	0.502841
AT1G29630.2	0.520654
AT1G29630.1	0.519819
AT1G29630.3	0.534176
AT1G47280.1	0.470588
AT1G18310.1	0.477635
AT1G44000.1	0.458869
AT1G21760.1	0.468432
AT1G73960.1	0.494722
AT1G73960.2	0.496105
AT1G61065.1	0.438662
AT1G29041.1	0.490602
AT1G80940.1	0.530612
AT1G80940.2	0.508604
AT1G09520.1	0.524422
AT1G74470.1	0.461758
AT1G11360.1	0.450276
AT1G11360.2	0.450276
AT1G11360.3	0.450276
AT1G11360.4	0.450276
AT1G04490.1	0.509575
AT1G04490.2	0.509575
AT1G78780.2	0.5
AT1G78780.4	0.500711
AT1G78780.1	0.5
AT1G78780.3	0.5
AT1G78476.1	0.577128
AT1G13300.1	0.539806
AT1G15310.1	0.489199
AT1G11450.2	0.477248
AT1G11450.1	0.487147
AT1G72480.1	0.448525
AT1G55530.1	0.479543
AT1G73730.1	0.500294
AT1G55140.1	0.489422
AT1G55140.2	0.476378
AT1G58122.1	0.443396
AT1G32310.1	0.459732
AT1G47350.1	0.481669
AT1G52160.1	0.478636
AT1G04000.1	0.570485
AT1G74458.1	0.532143
AT1G14960.1	0.52954
AT1G24010.1	0.524941
AT1G45163.1	0.513043
AT1G53190.1	0.520946
AT1G53190.2	0.520946
AT1G61960.1	0.478451
AT1G35537.1	0.46473
AT1G32120.1	0.464602
AT1G04710.1	0.470987
AT1G17260.1	0.483621
AT1G34500.1	0.445642
AT1G30220.1	0.455696
AT1G31480.1	0.487308
AT1G32660.1	0.483533
AT1G24530.1	0.496006
AT1G17500.1	0.476687
AT1G59730.1	0.438961
AT1G50780.1	0.490176
AT1G21150.1	0.471747
AT1G59077.1	0.488209
AT1G22850.1	0.460194
AT1G78110.1	0.509766
AT1G62420.1	0.466352
AT1G80080.1	0.495289
AT1G06080.1	0.454545
AT1G51080.1	0.497069
AT1G31940.1	0.527542
AT1G13900.1	0.460326
AT1G09940.1	0.478589
AT1G09790.1	0.488235
AT1G23260.1	0.476695
AT1G02405.1	0.555
AT1G32583.1	0.497196
AT1G01090.1	0.479719
AT1G61590.1	0.49685
AT1G07300.1	0.557592
AT1G03390.1	0.482259
AT1G60270.1	0.494273
AT1G72170.1	0.447368
AT1G25400.1	0.433875
AT1G25400.2	0.433875
AT1G63170.1	0.431201
AT1G29440.1	0.524941
AT1G11810.1	0.459699
AT1G43140.1	0.496067
AT1G77980.1	0.556338
AT1G30060.1	0.51711
AT1G57590.1	0.457895
AT1G42470.1	0.454641
AT1G45000.1	0.482008
AT1G45000.2	0.471585
AT1G29310.1	0.451862
AT1G37007.1	0.590909
AT1G05750.1	0.457276
AT1G19396.2	0.478947
AT1G19396.3	0.459459
AT1G19396.1	0.443662
AT1G49770.1	0.524946
AT1G51300.1	0.462145
AT1G34170.3	0.511002
AT1G34170.1	0.513549
AT1G34170.2	0.51777
AT1G06700.1	0.505088
AT1G06700.2	0.505088
AT1G61970.1	0.488019
AT1G61970.2	0.488019
AT1G04730.1	0.505129
AT1G04910.1	0.493248
AT1G56150.1	0.506098
AT1G76110.1	0.500988
AT1G08250.1	0.490703
AT1G34760.1	0.521625
AT1G34760.2	0.519894
AT1G53130.1	0.501992
AT1G53890.3	0.48191
AT1G53890.1	0.473035
AT1G53890.2	0.466887
AT1G75520.1	0.553089
AT1G47885.1	0.545455
AT1G06500.1	0.487685
AT1G06500.2	0.487685
AT1G06500.3	0.487685
AT1G06500.4	0.487685
AT1G16290.1	0.490837
AT1G21460.1	0.481732
AT1G54775.1	0.522124
AT1G08420.1	0.455111
AT1G08420.2	0.455384
AT1G52790.1	0.528017
AT1G43722.1	0.490722
AT1G73370.1	0.507436
AT1G73370.2	0.507801
AT1G23730.1	0.516839
AT1G49450.1	0.493267
AT1G20360.1	0.496681
AT1G53541.1	0.5
AT1G33080.1	0.447973
AT1G33080.2	0.439373
AT1G47310.1	0.485207
AT1G04330.1	0.533557
AT1G01230.1	0.47548
AT1G01930.1	0.50748
AT1G07340.1	0.459786
AT1G34260.1	0.484196
AT1G70700.1	0.49562
AT1G70700.2	0.482806
AT1G64290.1	0.487156
AT1G02205.3	0.534428
AT1G02205.2	0.537106
AT1G02205.1	0.538016
AT1G65350.1	0.503665
AT1G69750.1	0.510274
AT1G56300.1	0.487124
AT1G63440.1	0.452229
AT1G09980.1	0.485857
AT1G09980.2	0.485631
AT1G13510.1	0.475395
AT1G65520.1	0.447075
AT1G02380.1	0.541245
AT1G73470.3	0.481759
AT1G73470.1	0.487155
AT1G73470.2	0.483827
AT1G13290.1	0.505531
AT1G48870.1	0.465391
AT1G69280.1	0.504174
AT1G36950.1	0.531065
AT1G67730.1	0.493697
AT1G29960.1	0.487129
AT1G10000.1	0.501654
AT1G45170.1	0.477237
AT1G45170.2	0.496994
AT1G62810.1	0.47985
AT1G12430.2	0.503263
AT1G12430.1	0.503085
AT1G44094.1	0.525424
AT1G68280.1	0.485765
AT1G59820.1	0.466868
AT1G56320.1	0.464066
AT1G15215.2	0.48057
AT1G15215.3	0.473475
AT1G15215.1	0.476122
AT1G05580.1	0.497884
AT1G05580.2	0.496911
AT1G50880.1	0.522156
AT1G36310.1	0.438843
AT1G36310.2	0.438843
AT1G21630.2	0.528216
AT1G21630.1	0.530942
AT1G44830.1	0.537242
AT1G21651.1	0.438503
AT1G77630.1	0.503552
AT1G62886.1	0.509346
AT1G58200.1	0.501969
AT1G58200.2	0.501969
AT1G01300.1	0.514797
AT1G24300.1	0.501673
AT1G24300.2	0.501567
AT1G65113.1	0.467153
AT1G48050.1	0.498037
AT1G02060.1	0.481673
AT1G33480.1	0.521127
AT1G51500.1	0.455075
AT1G17510.1	0.508242
AT1G68180.1	0.469003
AT1G72510.1	0.492901
AT1G72510.2	0.492901
AT1G36925.1	0.594231
AT1G30670.1	0.560759
AT1G22180.2	0.519149
AT1G22180.1	0.522148
AT1G22180.3	0.522148
AT1G17450.2	0.488427
AT1G17450.1	0.490394
AT1G61630.1	0.451561
AT1G48910.1	0.48823
AT1G57760.1	0.472303
AT1G28590.1	0.487987
AT1G70860.2	0.470852
AT1G70860.1	0.507772
AT1G70590.1	0.482398
AT1G53390.1	0.484812
AT1G24145.1	0.578534
AT1G79670.1	0.466459
AT1G79670.2	0.464486
AT1G75790.1	0.499694
AT1G68170.1	0.457786
AT1G04790.1	0.509474
AT1G60080.1	0.477876
AT1G64130.1	0.498542
AT1G64930.1	0.477466
AT1G18460.1	0.475488
AT1G04970.1	0.48974
AT1G04970.2	0.501435
AT1G03550.1	0.486423
AT1G30950.1	0.481118
AT1G07860.1	0.53598
AT1G56145.2	0.489246
AT1G56145.1	0.490112
AT1G32361.1	0.528169
AT1G11900.1	0.453139
AT1G05040.1	0.512097
AT1G05040.2	0.50533
AT1G17370.1	0.498008
AT1G17370.2	0.499197
AT1G51240.1	0.503958
AT1G23230.1	0.49618
AT1G23230.2	0.497486
AT1G71900.1	0.450828
AT1G07130.1	0.506276
AT1G18190.1	0.52997
AT1G58290.1	0.461586
AT1G11380.1	0.411842
AT1G71750.2	0.466216
AT1G71750.1	0.462633
AT1G23270.1	0.507435
AT1G32730.1	0.521961
AT1G02100.1	0.468813
AT1G02100.3	0.468813
AT1G02100.2	0.472707
AT1G02940.1	0.535248
AT1G62270.1	0.479512
AT1G68130.1	0.568127
AT1G68130.2	0.5667
AT1G11700.1	0.455907
AT1G72130.1	0.490695
AT1G72130.2	0.49841
AT1G42525.1	0.519685
AT1G42525.2	0.518433
AT1G62150.1	0.456381
AT1G64355.1	0.487395
AT1G64355.2	0.4846
AT1G74540.1	0.47683
AT1G24450.1	0.472855
AT1G59840.1	0.471316
AT1G59840.2	0.471316
AT1G60350.1	0.482255
AT1G04820.1	0.482196
AT1G63220.1	0.496583
AT1G63220.2	0.493703
AT1G71866.1	0.463035
AT1G33050.1	0.476168
AT1G33050.4	0.476168
AT1G33050.2	0.473606
AT1G33050.3	0.467358
AT1G69510.1	0.545232
AT1G69510.2	0.545232
AT1G69510.3	0.545232
AT1G79220.1	0.479498
AT1G73690.1	0.499161
AT1G43160.1	0.534843
AT1G76720.1	0.504621
AT1G27930.1	0.478613
AT1G50120.1	0.507528
AT1G06780.2	0.509424
AT1G06780.1	0.512181
AT1G18570.1	0.52277
AT1G48540.1	0.48792
AT1G48540.2	0.488099
AT1G77810.1	0.480884
AT1G77810.2	0.483478
AT1G16210.1	0.528571
AT1G06840.1	0.490025
AT1G01240.1	0.492432
AT1G01240.2	0.492432
AT1G01240.3	0.492432
AT1G07930.1	0.487732
AT1G07930.2	0.491023
AT1G58520.2	0.47645
AT1G58520.1	0.471825
AT1G58520.3	0.487305
AT1G30210.1	0.526804
AT1G30210.2	0.526804
AT1G47450.1	0.479208
AT1G70270.1	0.535156
AT1G01670.1	0.517841
AT1G34580.1	0.440633
AT1G02050.1	0.501268
AT1G80100.1	0.473913
AT1G80100.2	0.477157
AT1G66500.1	0.495987
AT1G59540.1	0.512363
AT1G59540.2	0.51529
AT1G73040.1	0.513308
AT1G32270.1	0.49679
AT1G71850.1	0.462358
AT1G71930.1	0.536082
AT1G22050.1	0.538028
AT1G04030.1	0.543846
AT1G67530.1	0.50256
AT1G67530.2	0.50256
AT1G79810.1	0.482447
AT1G79810.2	0.479858
AT1G15640.1	0.431193
AT1G20120.1	0.507475
AT1G27100.1	0.491318
AT1G32480.1	0.495312
AT1G75780.1	0.514563
AT1G62630.1	0.469555
AT1G76470.1	0.462487
AT1G29370.1	0.553994
AT1G17980.1	0.50351
AT1G17980.2	0.512528
AT1G56040.1	0.513421
AT1G05370.1	0.51241
AT1G77500.1	0.513472
AT1G68630.1	0.482328
AT1G55805.1	0.493724
AT1G57540.1	0.488599
AT1G57540.2	0.488599
AT1G57540.3	0.488599
AT1G70985.1	0.533499
AT1G48260.1	0.48609
AT1G31040.1	0.482806
AT1G52450.1	0.491192
AT1G17060.1	0.506311
AT1G17930.1	0.490223
AT1G67865.1	0.475336
AT1G06520.1	0.507131
AT1G18880.1	0.477544
AT1G68825.1	0.419118
AT1G68825.2	0.419118
AT1G50740.1	0.490141
AT1G11100.2	0.487779
AT1G11100.1	0.486942
AT1G69700.1	0.523636
AT1G30016.1	0.494505
AT1G15410.1	0.479757
AT1G58170.1	0.490054
AT1G49100.1	0.494741
AT1G35400.1	0.498934
AT1G05510.1	0.510402
AT1G45474.1	0.475196
AT1G45474.2	0.475196
AT1G05500.1	0.476758
AT1G16610.3	0.535742
AT1G16610.1	0.541129
AT1G16610.2	0.538146
AT1G02580.1	0.501695
AT1G78380.1	0.461069
AT1G23080.1	0.48248
AT1G23080.3	0.481281
AT1G23080.2	0.48765
AT1G50400.1	0.487069
AT1G58220.1	0.53
AT1G07350.1	0.513112
AT1G07350.2	0.449351
AT1G06220.1	0.483609
AT1G06220.2	0.483609
AT1G43040.1	0.483871
AT1G66450.1	0.480934
AT1G64850.1	0.448347
AT1G04300.3	0.519112
AT1G04300.1	0.520807
AT1G04300.4	0.52134
AT1G04300.2	0.52091
AT1G02650.1	0.513338
AT1G20570.1	0.466165
AT1G08530.1	0.522757
AT1G32928.1	0.476
AT1G70740.1	0.507463
AT1G70740.2	0.504321
AT1G68400.1	0.521414
AT1G06950.1	0.491464
AT1G73400.1	0.464747
AT1G51350.1	0.460922
AT1G18950.1	0.508452
AT1G27750.1	0.497673
AT1G54740.1	0.481564
AT1G17910.1	0.50262
AT1G50760.1	0.53125
AT1G60995.1	0.500268
AT1G54720.1	0.479224
AT1G08985.1	0.51495
AT1G04760.1	0.5
AT1G73930.1	0.467595
AT1G73930.2	0.467595
AT1G28710.1	0.496071
AT1G28710.3	0.496071
AT1G28710.2	0.498798
AT1G55800.1	0.502128
AT1G27700.1	0.462317
AT1G19200.1	0.475894
AT1G35340.1	0.524313
AT1G35340.4	0.524168
AT1G35340.2	0.515924
AT1G35340.3	0.515924
AT1G28450.1	0.522604
AT1G11510.1	0.463947
AT1G71420.1	0.467085
AT1G56560.1	0.482124
AT1G05440.1	0.485217
AT1G30660.1	0.470763
AT1G22280.3	0.457509
AT1G22280.1	0.449465
AT1G22280.2	0.435294
AT1G07470.1	0.525378
AT1G61660.1	0.549703
AT1G61660.3	0.549658
AT1G61660.4	0.548155
AT1G61660.2	0.552454
AT1G52140.1	0.543408
AT1G18550.1	0.509434
AT1G68600.1	0.485395
AT1G60410.1	0.436678
AT1G77510.1	0.49343
AT1G66490.1	0.471243
AT1G35470.2	0.502502
AT1G35470.1	0.50323
AT1G52430.1	0.489137
AT1G15950.1	0.505825
AT1G15950.2	0.505451
AT1G19860.1	0.556184
AT1G56190.1	0.473464
AT1G56190.2	0.464963
AT1G67850.1	0.495868
AT1G67850.2	0.495868
AT1G69620.1	0.509859
AT1G49110.1	0.451796
AT1G57860.1	0.495918
AT1G63530.1	0.493645
AT1G63160.1	0.487462
AT1G05910.1	0.489802
AT1G71050.1	0.513216
AT1G77650.1	0.475153
AT1G68905.1	0.452297
AT1G28510.1	0.518591
AT1G75460.1	0.498798
AT1G73602.1	0.506849
AT1G12810.2	0.528926
AT1G12810.1	0.548052
AT1G49310.1	0.540984
AT1G58360.1	0.479697
AT1G59590.1	0.518225
AT1G48240.1	0.530895
AT1G80070.1	0.492297
AT1G69650.1	0.503409
AT1G80410.2	0.509337
AT1G80410.1	0.511343
AT1G51060.1	0.484772
AT1G09794.1	0.550802
AT1G67720.1	0.490485
AT1G25180.1	0.601036
AT1G19620.1	0.489989
AT1G71140.1	0.436339
AT1G67820.1	0.483121
AT1G59670.1	0.466284
AT1G02980.1	0.50045
AT1G71710.1	0.491457
AT1G71710.2	0.491085
